student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S07202,24,Other,21,Visual,14,No,19.2,44.8,64,Yes,Low,17,6,C,2,64
S07203,29,Male,36,Auditory,13,No,24.6,44.1,64,Yes,High,8,8,C,2,68.7
S07204,19,Female,28,Reading/Writing,16,Yes,27.9,44.1,72,Yes,Low,28,7,C,2,72
S07205,21,Female,18,Kinesthetic,8,Yes,21.3,49,79,Yes,High,22,5,B,3,70.3
S07206,28,Male,20,Reading/Writing,6,No,22.8,59.5,65,Yes,Medium,6,9,A,4,82.3
S07207,26,Other,21,Reading/Writing,6,No,25.5,39.2,85,Yes,Low,9,7,C,2,64.7
S07208,28,Male,34,Reading/Writing,17,Yes,24.6,38.5,57,Yes,Medium,10,8,C,2,63.1
S07209,27,Female,25,Visual,3,No,25.8,47.6,78,Yes,Medium,18,8,C,2,73.4
S07210,24,Female,26,Reading/Writing,13,Yes,22.5,51.8,97,Yes,High,7,9,B,3,74.3
S07211,27,Male,5,Kinesthetic,13,Yes,18.6,39.2,93,Yes,Low,22,10,C,2,57.8
S07212,29,Male,20,Visual,18,No,19.5,29.4,83,No,High,11,10,D,1,48.9
S07213,24,Female,13,Auditory,10,No,15.6,50.4,64,Yes,Medium,16,8,B,3,66
S07214,19,Female,45,Reading/Writing,5,Yes,29.1,30.1,93,Yes,Low,5,7,D,1,59.2
S07215,20,Other,12,Auditory,11,Yes,24.3,30.8,98,Yes,Medium,6,7,D,1,55.1
S07216,22,Female,26,Visual,0,No,27,58.1,66,No,High,3,6,B,3,85.1
S07217,22,Male,10,Visual,10,Yes,15.6,54.6,71,Yes,Medium,5,9,B,3,70.2
S07218,20,Male,46,Visual,20,No,26.4,47.6,81,No,Medium,10,8,C,2,74
S07219,23,Male,40,Auditory,4,No,21.6,46.9,94,No,Medium,18,8,C,2,68.5
S07220,19,Other,44,Kinesthetic,16,Yes,19.5,35,52,Yes,Medium,20,8,D,1,54.5
S07221,23,Male,48,Visual,7,Yes,25.8,55.3,68,Yes,Medium,28,6,B,3,81.1
S07222,24,Female,26,Kinesthetic,8,Yes,29.1,62.3,93,Yes,High,24,5,A,4,91.4
S07223,26,Female,35,Reading/Writing,16,Yes,20.7,56.7,100,No,Low,10,10,B,3,77.4
S07224,22,Male,16,Visual,16,No,19.2,28,93,Yes,Medium,1,7,D,1,47.2
S07225,27,Male,10,Visual,5,No,21.3,60.9,98,Yes,Medium,21,10,A,4,82.2
S07226,23,Female,39,Visual,1,Yes,25.2,62.3,93,Yes,Low,7,6,A,4,87.5
S07227,29,Female,46,Visual,13,Yes,23.7,64.4,70,Yes,Low,13,9,A,4,88.1
S07228,19,Female,13,Visual,3,No,24.6,30.8,80,Yes,High,1,8,D,1,55.4
S07229,27,Female,21,Reading/Writing,15,Yes,23.4,49.7,66,Yes,Medium,22,6,B,3,73.1
S07230,21,Male,42,Reading/Writing,10,Yes,26.4,56,85,No,Low,27,7,B,3,82.4
S07231,21,Male,25,Kinesthetic,3,No,15.3,62.3,96,Yes,Low,5,7,A,4,77.6
S07232,20,Female,18,Reading/Writing,9,Yes,22.5,31.5,85,Yes,High,14,8,D,1,54
S07233,20,Other,6,Reading/Writing,16,No,29.7,52.5,91,Yes,Low,22,7,B,3,82.2
S07234,23,Female,11,Reading/Writing,2,No,22.2,30.1,80,Yes,Low,16,10,D,1,52.3
S07235,23,Female,8,Kinesthetic,2,Yes,22.8,35,65,Yes,Medium,20,10,D,1,57.8
S07236,20,Female,47,Kinesthetic,10,Yes,28.5,31.5,71,Yes,High,22,10,D,1,60
S07237,25,Male,35,Kinesthetic,8,No,18.3,57.4,88,Yes,Low,12,6,B,3,75.7
S07238,18,Female,47,Reading/Writing,7,No,15.3,49,73,Yes,Medium,10,9,B,3,64.3
S07239,27,Male,14,Kinesthetic,2,Yes,28.8,64.4,86,Yes,Low,12,10,A,4,93.2
S07240,22,Male,14,Auditory,13,No,16.2,29.4,81,Yes,Low,12,10,D,1,45.6
S07241,18,Female,11,Visual,11,Yes,18.3,59.5,66,Yes,High,1,4,A,4,77.8
S07242,18,Male,20,Auditory,3,Yes,23.1,67.2,78,Yes,Low,1,10,A,4,90.3
S07243,26,Female,5,Visual,0,Yes,26.7,46.2,52,Yes,High,17,5,C,2,72.9
S07244,28,Female,42,Reading/Writing,14,Yes,20.1,29.4,63,Yes,High,17,7,D,1,49.5
S07245,20,Female,17,Auditory,16,No,25.8,63.7,90,No,Low,11,4,A,4,89.5
S07246,29,Male,28,Kinesthetic,12,Yes,21,33.6,87,Yes,Medium,29,4,D,1,54.6
S07247,21,Male,17,Kinesthetic,6,No,28.5,62.3,70,Yes,Medium,1,7,A,4,90.8
S07248,26,Female,25,Reading/Writing,12,No,18.3,47.6,75,Yes,Low,18,8,C,2,65.9
S07249,28,Male,31,Reading/Writing,1,No,15.6,49.7,70,Yes,Medium,22,7,B,3,65.3
S07250,18,Female,35,Visual,6,Yes,26.4,63.7,50,Yes,Medium,11,6,A,4,90.1
S07251,23,Male,8,Kinesthetic,11,Yes,17.7,53.9,54,Yes,Medium,17,9,B,3,71.6
S07252,28,Male,41,Auditory,20,Yes,17.7,50.4,100,Yes,Low,24,9,B,3,68.1
S07253,20,Male,35,Auditory,14,No,15,61.6,95,Yes,Medium,21,5,A,4,76.6
S07254,23,Female,14,Visual,5,No,21.6,63.7,98,No,High,23,4,A,4,85.3
S07255,22,Female,8,Reading/Writing,2,Yes,17.1,37.1,91,Yes,Low,8,4,D,1,54.2
S07256,27,Female,37,Visual,15,No,23.7,70,76,Yes,High,15,4,A,4,93.7
S07257,21,Female,26,Reading/Writing,1,Yes,24,43.4,90,Yes,Medium,16,5,C,2,67.4
S07258,20,Male,43,Kinesthetic,16,Yes,29.7,37.8,88,No,Low,3,7,D,1,67.5
S07259,25,Female,34,Kinesthetic,19,Yes,28.5,60.2,95,Yes,Medium,5,5,A,4,88.7
S07260,23,Male,35,Visual,7,No,17.7,64.4,82,Yes,Medium,13,5,A,4,82.1
S07261,22,Female,41,Visual,17,Yes,16.5,49.7,90,Yes,High,24,8,B,3,66.2
S07262,18,Male,41,Kinesthetic,9,Yes,19.2,34.3,87,Yes,Medium,16,8,D,1,53.5
S07263,20,Male,25,Auditory,1,Yes,16.5,31.5,63,Yes,High,28,5,D,1,48
S07264,20,Female,13,Reading/Writing,15,Yes,17.4,39.9,61,Yes,Medium,23,10,C,2,57.3
S07265,28,Male,39,Kinesthetic,17,Yes,22.8,51.8,51,Yes,Medium,29,5,B,3,74.6
S07266,28,Female,38,Kinesthetic,17,Yes,21,68.6,96,Yes,High,4,9,A,4,89.6
S07267,27,Male,39,Reading/Writing,0,Yes,27.3,42,70,No,Medium,18,8,C,2,69.3
S07268,24,Female,35,Auditory,14,Yes,17.7,59.5,67,No,Medium,13,8,A,4,77.2
S07269,20,Female,17,Visual,19,Yes,26.4,34.3,68,Yes,Low,9,7,D,1,60.7
S07270,21,Female,11,Visual,10,No,28.2,36.4,81,Yes,Medium,4,10,D,1,64.6
S07271,22,Female,45,Auditory,8,Yes,29.4,65.1,79,Yes,Medium,24,5,A,4,94.5
S07272,18,Male,6,Auditory,9,Yes,24,46.2,80,No,Low,26,8,C,2,70.2
S07273,27,Male,31,Kinesthetic,8,Yes,27.3,63.7,63,Yes,Medium,19,7,A,4,91
S07274,18,Male,34,Kinesthetic,6,Yes,26.1,54.6,67,Yes,Low,12,10,B,3,80.7
S07275,27,Male,35,Auditory,14,No,15,60.9,77,Yes,Low,24,9,A,4,75.9
S07276,25,Female,38,Reading/Writing,1,No,22.8,37.1,57,Yes,Medium,8,4,D,1,59.9
S07277,28,Male,6,Reading/Writing,16,Yes,16.2,55.3,61,No,Low,3,9,B,3,71.5
S07278,28,Female,17,Reading/Writing,5,Yes,16.8,53.9,90,Yes,High,25,5,B,3,70.7
S07279,27,Female,5,Visual,0,No,26.4,58.8,66,Yes,Low,4,9,B,3,85.2
S07280,28,Male,8,Kinesthetic,15,Yes,27,63,86,No,Medium,15,5,A,4,90
S07281,27,Female,19,Reading/Writing,8,No,29.4,46.2,84,Yes,High,1,8,C,2,75.6
S07282,24,Other,42,Kinesthetic,12,Yes,21,35.7,84,Yes,High,9,5,D,1,56.7
S07283,21,Male,37,Visual,0,Yes,18.9,55.3,74,Yes,Medium,22,8,B,3,74.2
S07284,29,Female,14,Auditory,3,No,18.9,58.8,58,Yes,High,23,6,B,3,77.7
S07285,23,Male,37,Reading/Writing,4,Yes,18.6,38.5,64,No,High,14,10,C,2,57.1
S07286,21,Female,36,Kinesthetic,11,No,21.9,61.6,88,Yes,High,13,10,A,4,83.5
S07287,24,Female,47,Auditory,12,No,19.2,36.4,94,No,Medium,12,10,D,1,55.6
S07288,20,Female,11,Visual,1,Yes,20.4,34.3,76,Yes,High,28,4,D,1,54.7
S07289,25,Male,25,Kinesthetic,0,Yes,29.1,55.3,94,Yes,Medium,29,6,B,3,84.4
S07290,29,Male,6,Visual,13,Yes,17.7,28,93,Yes,Medium,28,7,D,1,45.7
S07291,22,Male,33,Visual,19,Yes,15.9,32.2,72,No,Medium,3,10,D,1,48.1
S07292,19,Female,29,Auditory,17,Yes,27,36.4,79,Yes,Medium,0,5,D,1,63.4
S07293,25,Male,23,Visual,20,Yes,22.2,43.4,90,Yes,Low,20,7,C,2,65.6
S07294,27,Male,15,Visual,4,Yes,21.9,32.2,68,Yes,Low,24,7,D,1,54.1
S07295,18,Male,13,Reading/Writing,0,No,16.5,53.9,62,Yes,Medium,1,4,B,3,70.4
S07296,22,Male,45,Kinesthetic,9,Yes,15.3,30.1,69,No,Medium,18,6,D,1,45.4
S07297,19,Female,6,Kinesthetic,2,Yes,18,52.5,86,No,Low,13,10,B,3,70.5
S07298,23,Female,38,Auditory,13,No,17.4,50.4,76,Yes,Medium,3,5,B,3,67.8
S07299,18,Female,32,Kinesthetic,16,No,18.9,66.5,79,Yes,Medium,28,7,A,4,85.4
S07300,23,Male,48,Visual,13,Yes,30,30.1,83,Yes,High,1,10,D,1,60.1
S07301,27,Female,15,Auditory,19,Yes,22.2,33.6,66,Yes,Medium,1,8,D,1,55.8
S07302,23,Male,35,Auditory,12,No,25.5,28,78,No,High,20,9,D,1,53.5
S07303,21,Male,44,Visual,14,No,21.3,42,84,Yes,Low,23,5,C,2,63.3
S07304,20,Female,28,Visual,1,Yes,27.6,31.5,95,Yes,High,27,7,D,1,59.1
S07305,18,Male,6,Reading/Writing,18,Yes,17.4,54.6,89,Yes,Medium,30,9,B,3,72
S07306,26,Male,5,Reading/Writing,6,Yes,20.4,35.7,64,No,High,10,6,D,1,56.1
S07307,26,Male,12,Kinesthetic,13,No,15.3,60.9,80,No,Medium,2,7,A,4,76.2
S07308,25,Female,21,Kinesthetic,20,No,15.9,63,95,Yes,Low,18,7,A,4,78.9
S07309,18,Other,16,Auditory,7,Yes,24.3,32.2,92,Yes,High,13,6,D,1,56.5
S07310,26,Male,9,Kinesthetic,14,Yes,17.4,30.1,52,No,Low,16,4,D,1,47.5
S07311,29,Female,26,Visual,13,Yes,21.3,42,54,Yes,Low,1,8,C,2,63.3
S07312,29,Female,7,Kinesthetic,0,Yes,17.7,32.9,63,No,Low,15,7,D,1,50.6
S07313,18,Male,25,Visual,11,Yes,26.7,44.1,62,Yes,High,7,5,C,2,70.8
S07314,23,Male,11,Reading/Writing,18,Yes,15.6,67.2,92,No,Medium,11,9,A,4,82.8
S07315,24,Female,22,Kinesthetic,10,No,27.9,35.7,54,Yes,Low,17,4,D,1,63.6
S07316,29,Male,49,Visual,19,Yes,16.8,47.6,89,Yes,High,20,10,C,2,64.4
S07317,24,Male,15,Reading/Writing,20,Yes,17.4,61.6,76,No,High,12,6,A,4,79
S07318,23,Male,8,Kinesthetic,20,No,15.3,44.1,65,Yes,High,16,5,C,2,59.4
S07319,24,Female,6,Auditory,9,No,22.8,59.5,66,Yes,Medium,7,7,A,4,82.3
S07320,24,Male,30,Reading/Writing,19,Yes,19.5,62.3,58,No,Medium,12,9,A,4,81.8
S07321,19,Male,29,Reading/Writing,6,Yes,29.1,54.6,61,Yes,Medium,12,6,B,3,83.7
S07322,24,Male,26,Reading/Writing,11,Yes,17.4,28.7,96,Yes,Medium,0,9,D,1,46.1
S07323,24,Male,37,Reading/Writing,17,Yes,23.4,60.2,52,Yes,Medium,15,5,A,4,83.6
S07324,25,Female,13,Visual,12,No,21.9,53.9,91,No,Medium,17,4,B,3,75.8
S07325,21,Male,37,Reading/Writing,14,No,21.9,29.4,64,No,Medium,27,6,D,1,51.3
S07326,20,Female,49,Kinesthetic,7,Yes,24.3,56.7,68,Yes,Medium,20,5,B,3,81
S07327,27,Male,19,Kinesthetic,15,Yes,30,65.8,85,Yes,High,3,7,A,4,95.8
S07328,25,Female,13,Visual,13,Yes,30,51.1,97,Yes,High,29,4,B,3,81.1
S07329,21,Male,43,Visual,15,Yes,20.1,51.1,64,No,Low,13,4,B,3,71.2
S07330,21,Female,19,Reading/Writing,12,Yes,15.3,53.2,86,Yes,Low,11,6,B,3,68.5
S07331,23,Female,45,Visual,9,No,21.9,58.1,68,Yes,Medium,0,7,B,3,80
S07332,27,Male,10,Reading/Writing,5,No,21.3,47.6,78,Yes,Medium,24,9,C,2,68.9
S07333,29,Female,44,Visual,17,Yes,18,62.3,60,No,Low,6,9,A,4,80.3
S07334,19,Male,23,Kinesthetic,10,No,17.7,37.1,52,No,Low,20,5,D,1,54.8
S07335,27,Male,35,Kinesthetic,16,Yes,26.4,42.7,69,No,Low,13,10,C,2,69.1
S07336,20,Male,21,Kinesthetic,15,No,29.7,49.7,95,Yes,Low,19,10,B,3,79.4
S07337,21,Female,25,Visual,4,Yes,20.7,54.6,62,Yes,Medium,2,6,B,3,75.3
S07338,21,Male,15,Reading/Writing,3,Yes,28.5,70,98,No,Medium,9,10,A,4,98.5
S07339,21,Male,37,Kinesthetic,4,No,27.3,30.1,85,No,High,30,6,D,1,57.4
S07340,20,Female,8,Kinesthetic,8,No,28.8,41.3,76,Yes,Low,10,5,C,2,70.1
S07341,21,Female,11,Auditory,18,Yes,24.9,70,94,Yes,Medium,0,5,A,4,94.9
S07342,25,Female,45,Auditory,5,Yes,20.4,37.8,50,Yes,Low,28,10,D,1,58.2
S07343,20,Female,26,Kinesthetic,4,No,26.4,45.5,98,Yes,Medium,19,8,C,2,71.9
S07344,21,Female,10,Visual,13,No,15.6,44.1,93,Yes,Low,20,6,C,2,59.7
S07345,20,Female,29,Kinesthetic,17,No,17.7,51.8,58,Yes,Medium,23,8,B,3,69.5
S07346,27,Female,40,Auditory,8,Yes,30,45.5,94,No,Medium,15,5,C,2,75.5
S07347,22,Female,42,Auditory,19,Yes,20.4,37.8,76,Yes,Medium,7,4,D,1,58.2
S07348,23,Male,39,Reading/Writing,17,No,25.5,47.6,100,No,High,4,6,C,2,73.1
S07349,20,Male,12,Kinesthetic,17,No,26.1,70,62,Yes,Medium,24,8,A,4,96.1
S07350,28,Female,7,Reading/Writing,19,Yes,24.3,57.4,65,Yes,High,4,7,B,3,81.7
S07351,20,Male,41,Reading/Writing,12,No,25.5,30.1,74,Yes,Medium,22,9,D,1,55.6
S07352,24,Female,26,Reading/Writing,15,No,21.6,44.1,50,No,Medium,25,7,C,2,65.7
S07353,18,Male,16,Auditory,1,No,24.6,34.3,52,Yes,Low,15,5,D,1,58.9
S07354,29,Other,46,Visual,16,Yes,16.8,62.3,63,Yes,High,12,9,A,4,79.1
S07355,20,Male,31,Kinesthetic,7,No,22.8,65.8,56,Yes,Medium,26,5,A,4,88.6
S07356,18,Other,24,Auditory,16,No,21,67.2,92,Yes,Medium,17,9,A,4,88.2
S07357,28,Female,29,Visual,4,No,24.9,36.4,83,Yes,High,5,7,D,1,61.3
S07358,27,Male,5,Reading/Writing,3,Yes,23.1,48.3,75,Yes,Medium,14,7,C,2,71.4
S07359,27,Male,8,Visual,11,No,27.6,58.8,61,No,High,17,8,B,3,86.4
S07360,25,Female,34,Auditory,2,Yes,22.5,30.1,53,No,Low,9,7,D,1,52.6
S07361,25,Male,49,Reading/Writing,20,No,18,35,56,Yes,High,15,10,D,1,53
S07362,21,Other,20,Kinesthetic,2,Yes,17.1,54.6,83,Yes,Low,30,6,B,3,71.7
S07363,21,Female,16,Visual,19,No,24,44.1,54,Yes,Medium,14,10,C,2,68.1
S07364,24,Female,29,Reading/Writing,16,Yes,24,57.4,62,No,High,24,4,B,3,81.4
S07365,20,Female,37,Auditory,6,Yes,24,68.6,64,Yes,Low,4,6,A,4,92.6
S07366,29,Female,15,Kinesthetic,15,Yes,28.2,60.9,88,Yes,Medium,6,4,A,4,89.1
S07367,28,Male,9,Kinesthetic,16,No,15.3,46.2,77,Yes,Medium,19,7,C,2,61.5
S07368,19,Male,31,Visual,17,Yes,29.1,58.8,78,Yes,Medium,28,6,B,3,87.9
S07369,21,Female,39,Reading/Writing,20,No,17.7,35.7,55,Yes,Medium,13,8,D,1,53.4
S07370,27,Female,6,Auditory,16,No,29.4,32.9,78,No,Medium,28,9,D,1,62.3
S07371,22,Female,48,Reading/Writing,0,No,15,43.4,79,No,Medium,28,5,C,2,58.4
S07372,25,Male,38,Auditory,19,Yes,21.9,53.2,61,No,Medium,8,4,B,3,75.1
S07373,26,Male,45,Auditory,18,Yes,20.1,66.5,69,Yes,High,28,9,A,4,86.6
S07374,26,Female,45,Reading/Writing,9,No,25.2,30.8,87,Yes,Medium,19,10,D,1,56
S07375,26,Female,48,Visual,6,Yes,18.3,35.7,57,No,Medium,17,7,D,1,54
S07376,22,Female,9,Reading/Writing,10,Yes,17.4,62.3,97,Yes,Low,29,7,A,4,79.7
S07377,29,Other,9,Visual,13,Yes,19.8,65.8,60,Yes,Medium,30,4,A,4,85.6
S07378,26,Male,10,Reading/Writing,8,No,20.4,32.2,100,Yes,Medium,27,5,D,1,52.6
S07379,26,Male,47,Visual,0,Yes,20.7,65.8,52,No,Low,3,4,A,4,86.5
S07380,27,Male,20,Reading/Writing,19,Yes,18.3,58.1,62,Yes,High,3,5,B,3,76.4
S07381,26,Female,43,Visual,18,Yes,15.6,55.3,74,Yes,Low,2,5,B,3,70.9
S07382,29,Male,24,Reading/Writing,3,No,20.1,60.9,95,Yes,Medium,25,5,A,4,81
S07383,21,Female,43,Visual,8,No,20.1,51.8,69,No,Medium,4,9,B,3,71.9
S07384,28,Male,36,Kinesthetic,15,No,26.4,53.2,67,Yes,Medium,17,5,B,3,79.6
S07385,26,Male,46,Visual,11,No,22.5,32.2,77,Yes,Medium,19,7,D,1,54.7
S07386,29,Female,18,Visual,8,Yes,15.9,38.5,70,Yes,Medium,26,7,C,2,54.4
S07387,23,Female,35,Reading/Writing,12,No,30,62.3,86,No,High,15,5,A,4,92.3
S07388,28,Female,18,Reading/Writing,15,No,19.8,34.3,66,Yes,Medium,19,9,D,1,54.1
S07389,23,Male,31,Kinesthetic,3,Yes,25.2,37.8,66,No,Low,29,6,D,1,63
S07390,22,Female,9,Auditory,2,Yes,25.8,70,72,No,Medium,7,4,A,4,95.8
S07391,18,Male,23,Kinesthetic,1,Yes,16.8,46.2,93,Yes,High,1,9,C,2,63
S07392,18,Female,5,Auditory,10,Yes,21.9,34.3,83,No,Medium,27,5,D,1,56.2
S07393,20,Male,48,Kinesthetic,5,Yes,26.4,39.2,95,No,High,12,6,C,2,65.6
S07394,23,Other,26,Reading/Writing,12,No,25.2,37.1,50,Yes,Medium,19,4,D,1,62.3
S07395,18,Male,27,Visual,3,No,19.2,64.4,84,No,Medium,5,6,A,4,83.6
S07396,21,Male,27,Kinesthetic,10,Yes,29.7,30.8,85,Yes,Medium,6,4,D,1,60.5
S07397,28,Female,49,Visual,8,Yes,25.8,35,73,No,Low,29,9,D,1,60.8
S07398,28,Female,27,Visual,17,No,23.7,53.2,52,Yes,Low,24,5,B,3,76.9
S07399,26,Female,29,Reading/Writing,17,Yes,21.3,53.2,76,No,Medium,11,8,B,3,74.5
S07400,25,Female,48,Kinesthetic,0,Yes,18,49,81,Yes,Medium,15,4,B,3,67
S07401,27,Male,31,Visual,8,Yes,27.6,46.2,90,Yes,Medium,13,7,C,2,73.8
S07402,28,Female,14,Visual,2,Yes,18,52.5,73,Yes,High,9,9,B,3,70.5
S07403,29,Female,36,Visual,19,Yes,21.6,41.3,68,No,Low,30,5,C,2,62.9
S07404,20,Male,14,Kinesthetic,2,Yes,27.6,44.8,92,Yes,Medium,27,10,C,2,72.4
S07405,20,Female,31,Reading/Writing,13,No,25.2,42.7,52,No,Low,11,4,C,2,67.9
S07406,22,Male,39,Auditory,7,Yes,19.2,70,78,Yes,Medium,12,8,A,4,89.2
S07407,19,Female,29,Auditory,14,Yes,23.7,57.4,89,No,Low,0,9,B,3,81.1
S07408,26,Male,11,Reading/Writing,5,Yes,16.8,56,54,Yes,High,22,8,B,3,72.8
S07409,19,Female,6,Reading/Writing,4,No,17.7,53.2,63,Yes,Medium,30,8,B,3,70.9
S07410,19,Other,24,Auditory,8,No,16.2,30.8,73,Yes,Medium,13,7,D,1,47
S07411,29,Male,16,Reading/Writing,15,No,25.8,50.4,80,Yes,Medium,12,5,B,3,76.2
S07412,28,Female,23,Visual,5,No,21.6,63,70,Yes,Medium,17,7,A,4,84.6
S07413,28,Male,29,Auditory,4,Yes,27.9,31.5,75,No,Medium,29,7,D,1,59.4
S07414,18,Female,28,Reading/Writing,2,No,26.4,49.7,63,Yes,Medium,16,9,B,3,76.1
S07415,21,Male,6,Auditory,16,No,15.6,43.4,55,Yes,High,9,6,C,2,59
S07416,23,Other,48,Kinesthetic,17,No,15.9,32.2,70,Yes,Low,26,5,D,1,48.1
S07417,24,Female,23,Visual,13,Yes,15.9,38.5,74,No,Medium,12,4,C,2,54.4
S07418,19,Male,9,Auditory,9,No,25.8,42,72,Yes,Medium,10,7,C,2,67.8
S07419,29,Female,43,Auditory,2,Yes,15.3,67.2,65,No,High,25,7,A,4,82.5
S07420,28,Female,10,Visual,7,No,30,30.8,76,Yes,Low,14,7,D,1,60.8
S07421,24,Male,16,Auditory,13,Yes,29.7,48.3,88,Yes,Medium,29,4,C,2,78
S07422,18,Female,16,Auditory,15,Yes,21.6,65.1,74,No,Low,0,8,A,4,86.7
S07423,28,Female,33,Visual,13,No,17.4,65.8,70,Yes,High,29,7,A,4,83.2
S07424,25,Female,18,Visual,1,Yes,22.5,37.1,97,No,Medium,15,4,D,1,59.6
S07425,28,Male,49,Kinesthetic,15,No,25.8,51.8,92,Yes,Low,30,5,B,3,77.6
S07426,29,Female,44,Reading/Writing,13,No,18.3,49.7,60,Yes,Medium,20,4,B,3,68
S07427,26,Male,46,Kinesthetic,5,No,16.5,59.5,51,Yes,Medium,26,10,A,4,76
S07428,24,Male,36,Reading/Writing,8,Yes,24.3,30.8,99,Yes,Low,8,5,D,1,55.1
S07429,18,Female,14,Reading/Writing,10,No,29.4,65.1,73,No,Medium,23,7,A,4,94.5
S07430,21,Male,25,Visual,12,Yes,27.6,63.7,67,No,Low,16,8,A,4,91.3
S07431,28,Male,17,Visual,11,Yes,24.9,62.3,63,Yes,Medium,3,10,A,4,87.2
S07432,20,Female,32,Kinesthetic,14,Yes,28.2,28.7,85,No,High,2,5,D,1,56.9
S07433,23,Male,37,Kinesthetic,3,Yes,29.4,35,54,Yes,Medium,6,9,D,1,64.4
S07434,26,Female,48,Kinesthetic,15,Yes,29.4,65.1,98,Yes,Medium,22,6,A,4,94.5
S07435,19,Male,32,Auditory,10,Yes,21.3,62.3,68,No,Low,22,5,A,4,83.6
S07436,25,Male,7,Auditory,9,No,18.3,53.9,99,Yes,Medium,26,7,B,3,72.2
S07437,22,Female,20,Visual,15,Yes,28.5,51.1,82,Yes,Medium,8,10,B,3,79.6
S07438,24,Female,34,Kinesthetic,12,No,22.5,35.7,78,Yes,Low,6,9,D,1,58.2
S07439,22,Male,8,Reading/Writing,7,No,20.4,51.1,64,Yes,Medium,25,10,B,3,71.5
S07440,19,Male,29,Visual,4,Yes,17.1,38.5,66,Yes,Medium,7,5,C,2,55.6
S07441,21,Female,39,Reading/Writing,14,Yes,18.9,35.7,54,Yes,Medium,23,10,D,1,54.6
S07442,23,Other,9,Visual,18,No,24.9,37.1,95,Yes,Medium,0,5,D,1,62
S07443,20,Male,22,Kinesthetic,2,Yes,23.4,33.6,84,Yes,Low,29,8,D,1,57
S07444,25,Female,10,Reading/Writing,10,No,26.7,60.9,73,Yes,Low,12,4,A,4,87.6
S07445,24,Other,8,Kinesthetic,10,No,16.2,39.2,83,No,Medium,10,6,C,2,55.4
S07446,18,Female,23,Visual,16,Yes,25.8,44.1,63,Yes,Medium,5,8,C,2,69.9
S07447,21,Female,30,Auditory,15,No,26.7,30.8,80,Yes,Medium,15,7,D,1,57.5
S07448,29,Male,28,Auditory,11,Yes,20.7,45.5,54,Yes,Medium,30,8,C,2,66.2
S07449,29,Female,44,Visual,8,No,26.1,58.1,72,Yes,Low,29,6,B,3,84.2
S07450,24,Male,39,Auditory,4,Yes,29.7,63,55,Yes,Low,25,9,A,4,92.7
S07451,21,Female,38,Auditory,11,Yes,25.5,61.6,99,No,High,26,7,A,4,87.1
S07452,29,Female,19,Kinesthetic,15,No,26.1,35.7,75,No,Low,26,4,D,1,61.8
S07453,26,Female,46,Auditory,13,No,28.2,35.7,84,Yes,Medium,25,5,D,1,63.9
S07454,26,Female,28,Auditory,19,Yes,19.8,33.6,55,Yes,Medium,4,8,D,1,53.4
S07455,23,Male,19,Auditory,18,Yes,27.3,54.6,83,Yes,Low,29,10,B,3,81.9
S07456,20,Other,15,Reading/Writing,17,Yes,24,42.7,73,Yes,Medium,16,6,C,2,66.7
S07457,23,Female,39,Kinesthetic,17,No,16.8,29.4,100,Yes,Medium,12,4,D,1,46.2
S07458,25,Female,29,Auditory,8,Yes,16.5,43.4,90,Yes,Medium,24,6,C,2,59.9
S07459,20,Female,11,Kinesthetic,10,Yes,25.8,56.7,53,Yes,High,11,9,B,3,82.5
S07460,29,Female,46,Auditory,10,No,24.6,55.3,81,Yes,Low,2,8,B,3,79.9
S07461,26,Male,31,Visual,20,Yes,19.2,32.2,61,Yes,Low,21,9,D,1,51.4
S07462,20,Female,41,Kinesthetic,4,Yes,26.1,32.2,59,Yes,Medium,28,4,D,1,58.3
S07463,19,Male,47,Auditory,15,Yes,16.8,70,95,Yes,High,2,8,A,4,86.8
S07464,20,Male,38,Reading/Writing,2,Yes,25.8,56,76,Yes,Medium,24,10,B,3,81.8
S07465,22,Male,24,Kinesthetic,4,No,23.7,54.6,65,No,Medium,22,10,B,3,78.3
S07466,29,Female,34,Reading/Writing,3,No,28.5,53.2,69,Yes,High,17,9,B,3,81.7
S07467,27,Male,35,Kinesthetic,8,Yes,18.6,31.5,82,No,Low,20,4,D,1,50.1
S07468,22,Male,9,Visual,0,Yes,18.6,36.4,67,Yes,Low,26,9,D,1,55
S07469,28,Male,7,Visual,12,No,19.2,60.9,79,Yes,Medium,25,5,A,4,80.1
S07470,29,Female,43,Visual,10,No,17.7,37.1,72,Yes,Medium,18,5,D,1,54.8
S07471,18,Female,16,Visual,2,Yes,15.3,52.5,58,No,Low,27,4,B,3,67.8
S07472,27,Female,23,Kinesthetic,11,No,28.8,56.7,93,Yes,Medium,17,10,B,3,85.5
S07473,20,Female,16,Kinesthetic,6,Yes,21,70,84,No,Low,2,5,A,4,91
S07474,24,Male,33,Auditory,19,Yes,28.2,43.4,68,No,High,20,6,C,2,71.6
S07475,21,Female,16,Visual,11,No,21,58.1,79,Yes,High,5,5,B,3,79.1
